id,price,"date_stamp","journal_id",influence_id,"url","license"
11119,1750.00,"2016-08-11","2314-7156",NULL,NULL,""
11120,1000.00,"2016-08-11","2090-3049",NULL,NULL,""
11121,750.00,"2016-08-11","2314-4874",NULL,NULL,""
11122,600.00,"2016-08-11","2314-5137",NULL,NULL,""
11123,600.00,"2016-08-11","2314-6168",NULL,NULL,""
11124,750.00,"2016-08-11","2314-4858",NULL,NULL,""
11125,1000.00,"2016-08-11","1687-9511",NULL,NULL,""
11126,600.00,"2016-08-11","2314-6893",NULL,NULL,""
11127,600.00,"2016-08-11","2314-5072",NULL,NULL,""
11128,1000.00,"2016-08-11","2314-6486",NULL,NULL,""
11129,1250.00,"2016-08-11","2090-3065",NULL,NULL,""
11130,1000.00,"2016-08-11","2090-7818",NULL,NULL,""
11131,600.00,"2016-08-11","2314-6877",NULL,NULL,""
11132,600.00,"2016-08-11","2314-8047",NULL,NULL,""
11133,750.00,"2016-08-11","2314-4394",NULL,NULL,""
11134,1000.00,"2016-08-11","1687-9619",NULL,NULL,""
11135,800.00,"2016-08-11","2090-7958",NULL,NULL,""
11136,1000.00,"2016-08-11","2090-2913",NULL,NULL,""
11137,750.00,"2016-08-11","2314-6176",NULL,NULL,""
11138,750.00,"2016-08-11","1687-9252",NULL,NULL,""
11139,800.00,"2016-08-11","2090-3227",NULL,NULL,""
11140,2000.00,"2016-08-11","1563-5147",NULL,NULL,""
11141,600.00,"2016-08-11","2090-8520",NULL,NULL,""
11142,1000.00,"2016-08-11","1687-9597",NULL,NULL,""
11143,600.00,"2016-08-11","2090-2018",NULL,NULL,""
11144,2000.00,"2016-08-11","1918-1523",NULL,NULL,""
11145,1250.00,"2016-08-11","2042-0080",NULL,NULL,""
11146,750.00,"2016-08-11","2090-2239",NULL,NULL,""
11147,750.00,"2016-08-11","2090-147X",NULL,NULL,""
11148,1000.00,"2016-08-11","2090-312X",NULL,NULL,""
11149,750.00,"2016-08-11","2314-4335",NULL,NULL,""
11150,1000.00,"2016-08-11","2090-195X",NULL,NULL,""
11151,750.00,"2016-08-11","1369-1643",NULL,NULL,""
11152,750.00,"2016-08-11","2090-2093",NULL,NULL,""
11153,1500.00,"2016-08-11","1875-919X",NULL,NULL,""
11154,2000.00,"2016-08-11","1939-0122",NULL,NULL,""
11155,750.00,"2016-08-11","2090-3553",NULL,NULL,""
11156,2000.00,"2016-08-11","1687-9678",NULL,NULL,""
11157,750.00,"2016-08-11","2356-6124",NULL,NULL,""
11158,800.00,"2016-08-11","2090-1496",NULL,NULL,""
11159,600.00,"2016-08-11","2090-1534",NULL,NULL,""
11160,750.00,"2016-08-11","2042-0048",NULL,NULL,""
11161,2000.00,"2016-08-11","1530-8677",NULL,NULL,""
11162,3000.00,"2016-08-11","2092-6731",NULL,NULL,""
11163,3000.00,"2016-08-11","1614-2411",NULL,NULL,""
11164,3000.00,"2016-08-11","1550-7416",NULL,NULL,""
11165,3000.00,"2016-08-11","1530-9932",NULL,NULL,""
11166,3000.00,"2016-08-11","1545-7230",NULL,NULL,""
11167,3000.00,"2016-08-11","1936-4709",NULL,NULL,""
11168,3000.00,"2016-08-11","1432-0517",NULL,NULL,""
11169,3000.00,"2016-08-11","1839-2571",NULL,NULL,""
11170,3000.00,"2016-08-11","1874-6349",NULL,NULL,""
11171,3000.00,"2016-08-11","1572-9036",NULL,NULL,""
11172,3000.00,"2016-08-11","1572-8358",NULL,NULL,""
11173,3000.00,"2016-08-11","1432-5233",NULL,NULL,""
11174,3000.00,"2016-08-11","1958-5454",NULL,NULL,""
11175,3000.00,"2016-08-11","1437-9546",NULL,NULL,""
11176,3000.00,"2016-08-11","2213-5820",NULL,NULL,""
11177,3000.00,"2016-08-11","1861-1133",NULL,NULL,""
11178,3000.00,"2016-08-11","1432-0525",NULL,NULL,""
11179,3000.00,"2016-08-11","2315-4144",NULL,NULL,""
11180,3000.00,"2016-08-11","1619-6937",NULL,NULL,""
11181,3000.00,"2016-08-11","1614-3116",NULL,NULL,""
11182,3000.00,"2016-08-11","0942-0940",NULL,NULL,""
11183,3000.00,"2016-08-11","2240-2993",NULL,NULL,""
11184,3000.00,"2016-08-11","1432-0533",NULL,NULL,""
11185,3000.00,"2016-08-11","1861-1664",NULL,NULL,""
11186,3000.00,"2016-08-11","2198-7335",NULL,NULL,""
11187,3000.00,"2016-08-11","1866-6647",NULL,NULL,""
11188,3000.00,"2016-08-11","1573-3289",NULL,NULL,""
11189,3000.00,"2016-08-11","2363-8354",NULL,NULL,""
11190,3000.00,"2016-08-11","1572-8757",NULL,NULL,""
11191,3000.00,"2016-08-11","1661-4909",NULL,NULL,""
11192,3000.00,"2016-08-11","1861-9533",NULL,NULL,""
11193,3000.00,"2016-08-11","1572-9044",NULL,NULL,""
11194,3000.00,"2016-08-11","1862-5355",NULL,NULL,""
11195,3000.00,"2016-08-11","1573-1677",NULL,NULL,""
11196,3000.00,"2016-08-11","2195-3597",NULL,NULL,""
11197,3000.00,"2016-08-11","1865-8652",NULL,NULL,""
11198,3000.00,"2016-08-11","1420-8903",NULL,NULL,""
11199,3000.00,"2016-08-11","1573-3025",NULL,NULL,""
11200,3000.00,"2016-08-11","1432-5241",NULL,NULL,""
11201,3000.00,"2016-08-11","1572-9842",NULL,NULL,""
11202,3000.00,"2016-08-11","2190-7668",NULL,NULL,""
11203,3000.00,"2016-08-11","1574-4647",NULL,NULL,""
11204,3000.00,"2016-08-11","1936-606X",NULL,NULL,""
11205,3000.00,"2016-08-11","1720-8319",NULL,NULL,""
11206,3000.00,"2016-08-11","2249-7218",NULL,NULL,""
11207,3000.00,"2016-08-11","1572-8366",NULL,NULL,""
11208,3000.00,"2016-08-11","1572-9680",NULL,NULL,""
11209,3000.00,"2016-08-11","1773-0155",NULL,NULL,""
11210,3000.00,"2016-08-11","1435-5655",NULL,NULL,""
11211,3000.00,"2016-08-11","1573-3254",NULL,NULL,""
11212,3000.00,"2016-08-11","1873-9326",NULL,NULL,""
11213,3000.00,"2016-08-11","1420-8911",NULL,NULL,""
11214,3000.00,"2016-08-11","1572-9079",NULL,NULL,""
11215,3000.00,"2016-08-11","1432-0541",NULL,NULL,""
11216,3000.00,"2016-08-11","1664-221X",NULL,NULL,""
11217,3000.00,"2016-08-11","1654-7209",NULL,NULL,""
11218,3000.00,"2016-08-11","1179-187X",NULL,NULL,""
11219,3000.00,"2016-08-11","1179-1888",NULL,NULL,""
11220,3000.00,"2016-08-11","1936-1351",NULL,NULL,""
11221,3000.00,"2016-08-11","1573-3262",NULL,NULL,""
11222,3000.00,"2016-08-11","1874-9380",NULL,NULL,""
11223,3000.00,"2016-08-11","1936-4784",NULL,NULL,""
11224,3000.00,"2016-08-11","1438-2199",NULL,NULL,""
11225,3000.00,"2016-08-11","1869-8182",NULL,NULL,""
11226,3000.00,"2016-08-11","1432-055X",NULL,NULL,""
11227,3000.00,"2016-08-11","1573-1979",NULL,NULL,""
11228,3000.00,"2016-08-11","1664-235X",NULL,NULL,""
11229,3000.00,"2016-08-11","1618-2650",NULL,NULL,""
11230,3000.00,"2016-08-11","1447-073X",NULL,NULL,""
11231,3000.00,"2016-08-11","1573-7209",NULL,NULL,""
11232,3000.00,"2016-08-11","1435-9456",NULL,NULL,""
11233,3000.00,"2016-08-11","1827-1510",NULL,NULL,""
11234,3000.00,"2016-08-11","1618-1891",NULL,NULL,""
11235,3000.00,"2016-08-11","1532-4796",NULL,NULL,""
11236,3000.00,"2016-08-11","1573-9686",NULL,NULL,""
11237,3000.00,"2016-08-11","0219-3094",NULL,NULL,""
11238,3000.00,"2016-08-11","2198-5812",NULL,NULL,""
11239,3000.00,"2016-08-11","1934-7243",NULL,NULL,""
11240,3000.00,"2016-08-11","1614-2454",NULL,NULL,""
11241,3000.00,"2016-08-11","1297-966X",NULL,NULL,""
11242,3000.00,"2016-08-11","1572-9060",NULL,NULL,""
11243,3000.00,"2016-08-11","1432-0584",NULL,NULL,""
11244,3000.00,"2016-08-11","1573-7470",NULL,NULL,""
11245,3000.00,"2016-08-11","1869-2044",NULL,NULL,""
11246,3000.00,"2016-08-11","1864-6433",NULL,NULL,""
11247,3000.00,"2016-08-11","1572-9338",NULL,NULL,""
11248,3000.00,"2016-08-11","2199-2576",NULL,NULL,""
11249,3000.00,"2016-08-11","1432-0592",NULL,NULL,""
11250,3000.00,"2016-08-11","1867-6944",NULL,NULL,""
11251,3000.00,"2016-08-11","1534-4681",NULL,NULL,""
11252,3000.00,"2016-08-11","1958-9395",NULL,NULL,""
11253,3000.00,"2016-08-11","1572-9699",NULL,NULL,""
11254,3000.00,"2016-08-11","1297-9678",NULL,NULL,""
11255,3000.00,"2016-08-11","1573-675X",NULL,NULL,""
11256,3000.00,"2016-08-11","1432-0622",NULL,NULL,""
11257,3000.00,"2016-08-11","1559-0291",NULL,NULL,""
11258,3000.00,"2016-08-11","1572-9095",NULL,NULL,""
11259,3000.00,"2016-08-11","1573-4897",NULL,NULL,""
11260,3000.00,"2016-08-11","1347-605X",NULL,NULL,""
11261,3000.00,"2016-08-11","1866-928X",NULL,NULL,""
11262,3000.00,"2016-08-11","1179-1896",NULL,NULL,""
11263,3000.00,"2016-08-11","1573-7497",NULL,NULL,""
11264,3000.00,"2016-08-11","1613-7507",NULL,NULL,""
11265,3000.00,"2016-08-11","1432-0606",NULL,NULL,""
11266,3000.00,"2016-08-11","1432-0614",NULL,NULL,""
11267,3000.00,"2016-08-11","1432-0630",NULL,NULL,""
11268,3000.00,"2016-08-11","1432-0649",NULL,NULL,""
11269,3000.00,"2016-08-11","1573-3270",NULL,NULL,""
11270,3000.00,"2016-08-11","1871-2576",NULL,NULL,""
11271,3000.00,"2016-08-11","1874-4621",NULL,NULL,""
11272,3000.00,"2016-08-11","1573-143X",NULL,NULL,""
11273,3000.00,"2016-08-11","1573-5125",NULL,NULL,""
11274,3000.00,"2016-08-11","1573-1421",NULL,NULL,""
11275,3000.00,"2016-08-11","1420-9055",NULL,NULL,""
11276,3000.00,"2016-08-11","1866-7538",NULL,NULL,""
11277,3000.00,"2016-08-11","2191-4281",NULL,NULL,""
11278,3000.00,"2016-08-11","1866-9565",NULL,NULL,""
11279,3000.00,"2016-08-11","1935-3987",NULL,NULL,""
11280,3000.00,"2016-08-11","1420-8938",NULL,NULL,""
11281,3000.00,"2016-08-11","1573-7519",NULL,NULL,""
11282,3000.00,"2016-08-11","1432-0681",NULL,NULL,""
11283,3000.00,"2016-08-11","1432-0657",NULL,NULL,""
11284,3000.00,"2016-08-11","1432-0665",NULL,NULL,""
11285,3000.00,"2016-08-11","1432-0673",NULL,NULL,""
11286,3000.00,"2016-08-11","1886-1784",NULL,NULL,""
11287,3000.00,"2016-08-11","1432-069X",NULL,NULL,""
11288,3000.00,"2016-08-11","1432-0703",NULL,NULL,""
11289,3000.00,"2016-08-11","1432-0711",NULL,NULL,""
11290,3000.00,"2016-08-11","1432-072X",NULL,NULL,""
11291,3000.00,"2016-08-11","1434-3916",NULL,NULL,""
11292,3000.00,"2016-08-11","1862-3514",NULL,NULL,""
11293,3000.00,"2016-08-11","1976-3786",NULL,NULL,""
11294,3000.00,"2016-08-11","1573-2800",NULL,NULL,""
11295,3000.00,"2016-08-11","1432-0738",NULL,NULL,""
11296,3000.00,"2016-08-11","1432-8798",NULL,NULL,""
11297,3000.00,"2016-08-11","1435-1102",NULL,NULL,""
11298,3000.00,"2016-08-11","1661-4917",NULL,NULL,""
11299,3000.00,"2016-08-11","1572-8374",NULL,NULL,""
11300,3000.00,"2016-08-11","2364-9461",NULL,NULL,""
11301,3000.00,"2016-08-11","2199-6806",NULL,NULL,""
11302,3000.00,"2016-08-11","1872-8847",NULL,NULL,""
11303,3000.00,"2016-08-11","1434-3924",NULL,NULL,""
11304,3000.00,"2016-08-11","1572-8382",NULL,NULL,""
11305,3000.00,"2016-08-11","1573-7462",NULL,NULL,""
11306,3000.00,"2016-08-11","1614-7456",NULL,NULL,""
11307,3000.00,"2016-08-11","1612-1031",NULL,NULL,""
11308,3000.00,"2016-08-11","1876-407X",NULL,NULL,""
11309,3000.00,"2016-08-11","1572-9958",NULL,NULL,""
11310,3000.00,"2016-08-11","2210-6731",NULL,NULL,""
11311,3000.00,"2016-08-11","1871-014X",NULL,NULL,""
11312,3000.00,"2016-08-11","2243-7908",NULL,NULL,""
11313,3000.00,"2016-08-11","1573-6946",NULL,NULL,""
11314,3000.00,"2016-08-11","1976-7951",NULL,NULL,""
11315,3000.00,"2016-08-11","1863-818X",NULL,NULL,""
11316,3000.00,"2016-08-11","1863-8163",NULL,NULL,""
11317,3000.00,"2016-08-11","1432-0754",NULL,NULL,""
11318,3000.00,"2016-08-11","1572-946X",NULL,NULL,""
11319,3000.00,"2016-08-11","1573-9678",NULL,NULL,""
11320,3000.00,"2016-08-11","1943-393X",NULL,NULL,""
11321,3000.00,"2016-08-11","2365-4325",NULL,NULL,""
11322,3000.00,"2016-08-11","1879-5447",NULL,NULL,""
11323,3000.00,"2016-08-11","1448-6032",NULL,NULL,""
11324,3000.00,"2016-08-11","2210-5328",NULL,NULL,""
11325,3000.00,"2016-08-11","1573-7535",NULL,NULL,""
11326,3000.00,"2016-08-11","2365-5135",NULL,NULL,""
11327,3000.00,"2016-08-11","1573-7454",NULL,NULL,""
11328,3000.00,"2016-08-11","1573-7527",NULL,NULL,""
11329,3000.00,"2016-08-11","1572-8390",NULL,NULL,""
11330,3000.00,"2016-08-11","1435-1803",NULL,NULL,""
11331,3000.00,"2016-08-11","1573-3297",NULL,NULL,""
11332,3000.00,"2016-08-11","1554-3528",NULL,NULL,""
11333,3000.00,"2016-08-11","1432-0762",NULL,NULL,""
11334,3000.00,"2016-08-11","1573-4927",NULL,NULL,""
11335,3000.00,"2016-08-11","1573-8248",NULL,NULL,""
11336,3000.00,"2016-08-11","1572-9729",NULL,NULL,""
11337,3000.00,"2016-08-11","1572-9710",NULL,NULL,""
11338,3000.00,"2016-08-11","1179-190X",NULL,NULL,""
11339,3000.00,"2016-08-11","1939-1242",NULL,NULL,""
11340,3000.00,"2016-08-11","1573-515X",NULL,NULL,""
11341,3000.00,"2016-08-11","1573-6768",NULL,NULL,""
11342,3000.00,"2016-08-11","1573-8264",NULL,NULL,""
11343,3000.00,"2016-08-11","1432-0770",NULL,NULL,""
11344,3000.00,"2016-08-11","1573-1464",NULL,NULL,""
11345,3000.00,"2016-08-11","1555-5550",NULL,NULL,""
11346,3000.00,"2016-08-11","1559-0720",NULL,NULL,""
11347,3000.00,"2016-08-11","1432-0789",NULL,NULL,""
11348,3000.00,"2016-08-11","1572-8404",NULL,NULL,""
11349,3000.00,"2016-08-11","2363-5088",NULL,NULL,""
11350,3000.00,"2016-08-11","2190-6823",NULL,NULL,""
11351,3000.00,"2016-08-11","1617-7940",NULL,NULL,""
11352,3000.00,"2016-08-11","1572-8781",NULL,NULL,""
11353,3000.00,"2016-08-11","1572-8773",NULL,NULL,""
11354,3000.00,"2016-08-11","1874-270X",NULL,NULL,""
11355,3000.00,"2016-08-11","2191-1649",NULL,NULL,""
11356,3000.00,"2016-08-11","2366-0120",NULL,NULL,""
11357,3000.00,"2016-08-11","1867-2469",NULL,NULL,""
11358,3000.00,"2016-08-11","1615-7605",NULL,NULL,""
11359,3000.00,"2016-08-11","1875-1350",NULL,NULL,""
11360,3000.00,"2016-08-11","1868-6249",NULL,NULL,""
11361,3000.00,"2016-08-11","1573-6776",NULL,NULL,""
11362,3000.00,"2016-08-11","1572-9125",NULL,NULL,""
11363,3000.00,"2016-08-11","1777-5469",NULL,NULL,""
11364,3000.00,"2016-08-11","2198-2759",NULL,NULL,""
11365,3000.00,"2016-08-11","1874-9372",NULL,NULL,""
11366,3000.00,"2016-08-11","1573-1472",NULL,NULL,""
11367,3000.00,"2016-08-11","1931-7565",NULL,NULL,""
11368,3000.00,"2016-08-11","1863-2661",NULL,NULL,""
11369,3000.00,"2016-08-11","1573-6792",NULL,NULL,""
11370,3000.00,"2016-08-11","1861-387X",NULL,NULL,""
11371,3000.00,"2016-08-11","1806-9959",NULL,NULL,""
11372,3000.00,"2016-08-11","1678-4448",NULL,NULL,""
11373,3000.00,"2016-08-11","1880-4233",NULL,NULL,""
11374,3000.00,"2016-08-11","1573-7217",NULL,NULL,""
11375,3000.00,"2016-08-11","1938-436X",NULL,NULL,""
11376,3000.00,"2016-08-11","1996-8744",NULL,NULL,""
11377,3000.00,"2016-08-11","1573-1456",NULL,NULL,""
11378,3000.00,"2016-08-11","1435-9537",NULL,NULL,""
11379,3000.00,"2016-08-11","1432-0800",NULL,NULL,""
11380,3000.00,"2016-08-11","2180-4206",NULL,NULL,""
11381,3000.00,"2016-08-11","1522-9602",NULL,NULL,""
11382,3000.00,"2016-08-11","1432-0819",NULL,NULL,""
11383,3000.00,"2016-08-11","1437-1588",NULL,NULL,""
11384,3000.00,"2016-08-11","1867-0202",NULL,NULL,""
11385,3000.00,"2016-08-11","1432-0827",NULL,NULL,""
11386,3000.00,"2016-08-11","1126-5434",NULL,NULL,""
11387,3000.00,"2016-08-11","1432-0835",NULL,NULL,""
11388,3000.00,"2016-08-11","1573-7225",NULL,NULL,""
11389,3000.00,"2016-08-11","1432-0843",NULL,NULL,""
11390,3000.00,"2016-08-11","1432-0851",NULL,NULL,""
11391,3000.00,"2016-08-11","1573-7233",NULL,NULL,""
11392,3000.00,"2016-08-11","1875-2284",NULL,NULL,""
11393,3000.00,"2016-08-11","1878-5212",NULL,NULL,""
11394,3000.00,"2016-08-11","1573-7241",NULL,NULL,""
11395,3000.00,"2016-08-11","1869-4098",NULL,NULL,""
11396,3000.00,"2016-08-11","1868-4297",NULL,NULL,""
11397,3000.00,"2016-08-11","1432-086X",NULL,NULL,""
11398,3000.00,"2016-08-11","1559-0259",NULL,NULL,""
11399,3000.00,"2016-08-11","1572-879X",NULL,NULL,""
11400,3000.00,"2016-08-11","1574-9266",NULL,NULL,""
11401,3000.00,"2016-08-11","1869-5590",NULL,NULL,""
11402,3000.00,"2016-08-11","1868-2510",NULL,NULL,""
11403,3000.00,"2016-08-11","1572-9478",NULL,NULL,""
11404,3000.00,"2016-08-11","1559-0283",NULL,NULL,""
11405,3000.00,"2016-08-11","1573-6822",NULL,NULL,""
11406,3000.00,"2016-08-11","1466-1268",NULL,NULL,""
11407,3000.00,"2016-08-11","1573-6814",NULL,NULL,""
11408,3000.00,"2016-08-11","1432-0878",NULL,NULL,""
11409,3000.00,"2016-08-11","1865-5033",NULL,NULL,""
11410,3000.00,"2016-08-11","1420-9071",NULL,NULL,""
11411,3000.00,"2016-08-11","1573-6830",NULL,NULL,""
11412,3000.00,"2016-08-11","2211-3436",NULL,NULL,""
11413,3000.00,"2016-08-11","1572-882X",NULL,NULL,""
11414,3000.00,"2016-08-11","2192-4449",NULL,NULL,""
11415,3000.00,"2016-08-11","1613-9178",NULL,NULL,""
11416,3000.00,"2016-08-11","1473-4230",NULL,NULL,""
11417,3000.00,"2016-08-11","1423-0445",NULL,NULL,""
11418,3000.00,"2016-08-11","1936-5810",NULL,NULL,""
11419,3000.00,"2016-08-11","2199-3793",NULL,NULL,""
11420,3000.00,"2016-08-11","1573-2797",NULL,NULL,""
11421,3000.00,"2016-08-11","1874-8988",NULL,NULL,""
11422,3000.00,"2016-08-11","1573-3327",NULL,NULL,""
11423,3000.00,"2016-08-11","1573-3319",NULL,NULL,""
11424,3000.00,"2016-08-11","1573-1693",NULL,NULL,""
11425,3000.00,"2016-08-11","1433-0350",NULL,NULL,""
11426,3000.00,"2016-08-11","2365-9459",NULL,NULL,""
11427,3000.00,"2016-08-11","1868-5161",NULL,NULL,""
11428,3000.00,"2016-08-11","1993-064X",NULL,NULL,""
11429,3000.00,"2016-08-11","2365-4252",NULL,NULL,""
11430,3000.00,"2016-08-11","1433-0385",NULL,NULL,""
11431,3000.00,"2016-08-11","1612-1112",NULL,NULL,""
11432,3000.00,"2016-08-11","1432-0886",NULL,NULL,""
11433,3000.00,"2016-08-11","1573-6849",NULL,NULL,""
11434,3000.00,"2016-08-11","1531-5878",NULL,NULL,""
11435,3000.00,"2016-08-11","1618-9558",NULL,NULL,""
11436,3000.00,"2016-08-11","1432-0894",NULL,NULL,""
11437,3000.00,"2016-08-11","1573-1480",NULL,NULL,""
11438,3000.00,"2016-08-11","1619-1560",NULL,NULL,""
11439,3000.00,"2016-08-11","1573-2827",NULL,NULL,""
11440,3000.00,"2016-08-11","1179-1918",NULL,NULL,""
11441,3000.00,"2016-08-11","1591-9528",NULL,NULL,""
11442,3000.00,"2016-08-11","1573-7276",NULL,NULL,""
11443,3000.00,"2016-08-11","1437-7799",NULL,NULL,""
11444,3000.00,"2016-08-11","1865-7265",NULL,NULL,""
11445,3000.00,"2016-08-11","1869-1447",NULL,NULL,""
11446,3000.00,"2016-08-11","1436-3771",NULL,NULL,""
11447,3000.00,"2016-08-11","1179-1926",NULL,NULL,""
11448,3000.00,"2016-08-11","1861-0692",NULL,NULL,""
11449,3000.00,"2016-08-11","1559-0267",NULL,NULL,""
11450,3000.00,"2016-08-11","1559-0119",NULL,NULL,""
11451,3000.00,"2016-08-11","1434-9949",NULL,NULL,""
11452,3000.00,"2016-08-11","1573-3343",NULL,NULL,""
11453,3000.00,"2016-08-11","2281-7565",NULL,NULL,""
11454,3000.00,"2016-08-11","1699-3055",NULL,NULL,""
11455,3000.00,"2016-08-11","1863-2513",NULL,NULL,""
11456,3000.00,"2016-08-11","1573-7543",NULL,NULL,""
11457,3000.00,"2016-08-11","1614-3744",NULL,NULL,""
11458,3000.00,"2016-08-11","1179-1934",NULL,NULL,""
11459,3000.00,"2016-08-11","1435-5566",NULL,NULL,""
11460,3000.00,"2016-08-11","1531-135X",NULL,NULL,""
11461,3000.00,"2016-08-11","1866-9964",NULL,NULL,""
11462,3000.00,"2016-08-11","1871-4099",NULL,NULL,""
11463,3000.00,"2016-08-11","1612-4790",NULL,NULL,""
11464,3000.00,"2016-08-11","1573-2819",NULL,NULL,""
11465,3000.00,"2016-08-11","2038-4815",NULL,NULL,""
11466,3000.00,"2016-08-11","1435-1536",NULL,NULL,""
11467,3000.00,"2016-08-11","1615-6730",NULL,NULL,""
11468,3000.00,"2016-08-11","1432-0916",NULL,NULL,""
11469,3000.00,"2016-08-11","2194-671X",NULL,NULL,""
11470,3000.00,"2016-08-11","1573-2789",NULL,NULL,""
11471,3000.00,"2016-08-11","1618-565X",NULL,NULL,""
11472,3000.00,"2016-08-11","1661-8262",NULL,NULL,""
11473,3000.00,"2016-08-11","1807-0302",NULL,NULL,""
11474,3000.00,"2016-08-11","1420-8954",NULL,NULL,""
11475,3000.00,"2016-08-11","1572-9974",NULL,NULL,""
11476,3000.00,"2016-08-11","1573-1499",NULL,NULL,""
11477,3000.00,"2016-08-11","1619-6988",NULL,NULL,""
11478,3000.00,"2016-08-11","1572-9346",NULL,NULL,""
11479,3000.00,"2016-08-11","1432-0924",NULL,NULL,""
11480,3000.00,"2016-08-11","2195-3724",NULL,NULL,""
11481,3000.00,"2016-08-11","1573-2894",NULL,NULL,""
11482,3000.00,"2016-08-11","2196-4386",NULL,NULL,""
11483,3000.00,"2016-08-11","1613-9658",NULL,NULL,""
11484,3000.00,"2016-08-11","2052-773X",NULL,NULL,""
11485,3000.00,"2016-08-11","1865-2042",NULL,NULL,""
11486,3000.00,"2016-08-11","1573-7551",NULL,NULL,""
11487,3000.00,"2016-08-11","1436-5057",NULL,NULL,""
11488,3000.00,"2016-08-11","1433-0369",NULL,NULL,""
11489,3000.00,"2016-08-11","1572-9737",NULL,NULL,""
11490,3000.00,"2016-08-11","1877-7260",NULL,NULL,""
11491,3000.00,"2016-08-11","1572-9966",NULL,NULL,""
11492,3000.00,"2016-08-11","1572-9354",NULL,NULL,""
11493,3000.00,"2016-08-11","1432-0940",NULL,NULL,""
11494,3000.00,"2016-08-11","1573-3335",NULL,NULL,""
11495,3000.00,"2016-08-11","1872-0226",NULL,NULL,""
11496,3000.00,"2016-08-11","1876-5165",NULL,NULL,""
11497,3000.00,"2016-08-11","2161-1505",NULL,NULL,""
11498,3000.00,"2016-08-11","1573-1103",NULL,NULL,""
11499,3000.00,"2016-08-11","1432-0959",NULL,NULL,""
11500,3000.00,"2016-08-11","1432-0967",NULL,NULL,""
11501,3000.00,"2016-08-11","2198-0942",NULL,NULL,""
11502,3000.00,"2016-08-11","1432-0975",NULL,NULL,""
11503,3000.00,"2016-08-11","1573-0751",NULL,NULL,""
11504,3000.00,"2016-08-11","1572-9850",NULL,NULL,""
11505,3000.00,"2016-08-11","1871-9805",NULL,NULL,""
11506,3000.00,"2016-08-11","1572-9877",NULL,NULL,""
11507,3000.00,"2016-08-11","1936-2455",NULL,NULL,""
11508,3000.00,"2016-08-11","2277-9086",NULL,NULL,""
11509,3000.00,"2016-08-11","1871-1510",NULL,NULL,""
11510,3000.00,"2016-08-11","2193-8660",NULL,NULL,""
11511,3000.00,"2016-08-11","1573-076X",NULL,NULL,""
11512,3000.00,"2016-08-11","2196-2952",NULL,NULL,""
11513,3000.00,"2016-08-11","1534-6315",NULL,NULL,""
11514,3000.00,"2016-08-11","2167-6275",NULL,NULL,""
11515,3000.00,"2016-08-11","1534-6242",NULL,NULL,""
11516,3000.00,"2016-08-11","2196-2979",NULL,NULL,""
11517,3000.00,"2016-08-11","1931-7220",NULL,NULL,""
11518,3000.00,"2016-08-11","1943-4596",NULL,NULL,""
11519,3000.00,"2016-08-11","1534-3170",NULL,NULL,""
11520,3000.00,"2016-08-11","1941-9074",NULL,NULL,""
11521,3000.00,"2016-08-11","1932-9563",NULL,NULL,""
11522,3000.00,"2016-08-11","2198-6061",NULL,NULL,""
11523,3000.00,"2016-08-11","2196-5471",NULL,NULL,""
11524,3000.00,"2016-08-11","1556-3804",NULL,NULL,""
11525,3000.00,"2016-08-11","2162-4933",NULL,NULL,""
11526,3000.00,"2016-08-11","2196-2987",NULL,NULL,""
11527,3000.00,"2016-08-11","1539-0829",NULL,NULL,""
11528,3000.00,"2016-08-11","2167-4884",NULL,NULL,""
11529,3000.00,"2016-08-11","2196-5412",NULL,NULL,""
11530,3000.00,"2016-08-11","2196-2995",NULL,NULL,""
11531,3000.00,"2016-08-11","2198-6436",NULL,NULL,""
11532,3000.00,"2016-08-11","1936-377X",NULL,NULL,""
11533,3000.00,"2016-08-11","1534-312X",NULL,NULL,""
11534,3000.00,"2016-08-11","2167-4876",NULL,NULL,""
11535,3000.00,"2016-08-11","1432-0983",NULL,NULL,""
11536,3000.00,"2016-08-11","2196-7865",NULL,NULL,""
11537,3000.00,"2016-08-11","1546-9549",NULL,NULL,""
11538,3000.00,"2016-08-11","1558-822X",NULL,NULL,""
11539,3000.00,"2016-08-11","2195-9595",NULL,NULL,""
11540,3000.00,"2016-08-11","1548-3576",NULL,NULL,""
11541,3000.00,"2016-08-11","1534-3111",NULL,NULL,""
11542,3000.00,"2016-08-11","1534-3146",NULL,NULL,""
11543,3000.00,"2016-08-11","2364-494X",NULL,NULL,""
11544,3000.00,"2016-08-11","1432-0991",NULL,NULL,""
11545,3000.00,"2016-08-11","2198-6428",NULL,NULL,""
11546,3000.00,"2016-08-11","1534-6293",NULL,NULL,""
11547,3000.00,"2016-08-11","2161-3311",NULL,NULL,""
11548,3000.00,"2016-08-11","2162-4968",NULL,NULL,""
11549,3000.00,"2016-08-11","2161-3303",NULL,NULL,""
11550,3000.00,"2016-08-11","1534-6269",NULL,NULL,""
11551,3000.00,"2016-08-11","2167-4868",NULL,NULL,""
11552,3000.00,"2016-08-11","2196-3002",NULL,NULL,""
11553,3000.00,"2016-08-11","1544-2241",NULL,NULL,""
11554,3000.00,"2016-08-11","2167-583X",NULL,NULL,""
11555,3000.00,"2016-08-11","1534-3081",NULL,NULL,""
