id,article_influence,est_article_influence,"date_stamp","journal_id",ai_percentile,cost_effectiveness,ef_percentile,eigenfactor,efn
1930,0.3885700,NULL,"1997-12-31","0217-2445",NULL,NULL,NULL,NULL,NULL
1931,0.5704400,NULL,"1997-12-31","0033-3182",NULL,NULL,NULL,NULL,NULL
1932,0.9313300,NULL,"1997-12-31","0306-4530",NULL,NULL,NULL,NULL,NULL
1933,0.8178100,NULL,"1997-12-31","0032-3861",NULL,NULL,NULL,NULL,NULL
1934,0.4314200,NULL,"1997-12-31","0277-5387",NULL,NULL,NULL,NULL,NULL
1935,0.7440700,NULL,"1997-12-31","0147-619X",NULL,NULL,NULL,NULL,NULL
1936,0.7337200,NULL,"1997-12-31","0143-4004",NULL,NULL,NULL,NULL,NULL
1937,0.3604200,NULL,"1997-12-31","0031-9422",NULL,NULL,NULL,NULL,NULL
1938,0.6204700,NULL,"1997-12-31","0196-9781",NULL,NULL,NULL,NULL,NULL
1939,0.4546900,NULL,"1997-12-31","0031-3025",NULL,NULL,NULL,NULL,NULL
1940,0.0144330,NULL,"1997-12-31","0556-3321",NULL,NULL,NULL,NULL,NULL
1941,0.4113100,NULL,"1997-12-31","0386-2194",NULL,NULL,NULL,NULL,NULL
1942,0.1411600,NULL,"1997-12-31","0253-4142",NULL,NULL,NULL,NULL,NULL
1943,0.1601800,NULL,"1997-12-31","0253-4134",NULL,NULL,NULL,NULL,NULL
1944,0.4576700,NULL,"1997-12-31","0030-6126",NULL,NULL,NULL,NULL,NULL
1945,1.0682000,NULL,"1997-12-31","0161-6420",NULL,NULL,NULL,NULL,NULL
1946,0.3544800,NULL,"1997-12-31","0305-0483",NULL,NULL,NULL,NULL,NULL
1947,0.2156000,NULL,"1997-12-31","0899-9007",NULL,NULL,NULL,NULL,NULL
1948,0.5862000,NULL,"1997-12-31","0161-813X",NULL,NULL,NULL,NULL,NULL
1949,1.6188000,NULL,"1997-12-31","0306-4522",NULL,NULL,NULL,NULL,NULL
1950,1.2138000,NULL,"1997-12-31","0028-3932",NULL,NULL,NULL,NULL,NULL
1951,1.4289000,NULL,"1997-12-31","0028-3908",NULL,NULL,NULL,NULL,NULL
1952,0.3534100,NULL,"1997-12-31","0143-4179",NULL,NULL,NULL,NULL,NULL
1953,10.2840000,NULL,"1997-12-31","0896-6273",NULL,NULL,NULL,NULL,NULL
1954,1.6620000,NULL,"1997-12-31","1053-8119",NULL,NULL,NULL,NULL,NULL
1955,0.2673700,NULL,"1997-12-31","0925-2312",NULL,NULL,NULL,NULL,NULL
1956,0.1431600,NULL,"1997-12-31","0028-3770",NULL,NULL,NULL,NULL,NULL
1957,0.4069000,NULL,"1997-12-31","0968-4328",NULL,NULL,NULL,NULL,NULL
1958,0.6729900,NULL,"1997-12-31","0026-0495",NULL,NULL,NULL,NULL,NULL
1959,0.2361900,NULL,"1997-12-31","0025-7273",NULL,NULL,NULL,NULL,NULL
1960,0.1307600,NULL,"1997-12-31","0957-4158",NULL,NULL,NULL,NULL,NULL
1961,0.5494800,NULL,"1997-12-31","0378-5122",NULL,NULL,NULL,NULL,NULL
1962,1.5341000,NULL,"1997-12-31","0024-4937",NULL,NULL,NULL,NULL,NULL
1963,0.1335300,NULL,"1997-12-31","0023-5954",NULL,NULL,NULL,NULL,NULL
1964,0.8924000,NULL,"1997-12-31","1044-677X",NULL,NULL,NULL,NULL,NULL
1965,0.7568600,NULL,"1997-12-31","0163-3864",NULL,NULL,NULL,NULL,NULL
1966,0.1124400,NULL,"1997-12-31","0948-5023",NULL,NULL,NULL,NULL,NULL
1967,0.9285800,NULL,"1997-12-31","0026-1165",NULL,NULL,NULL,NULL,NULL
1968,0.1509100,NULL,"1997-12-31","0022-1333",NULL,NULL,NULL,NULL,NULL
1969,0.5341300,NULL,"1997-12-31","0966-9795",NULL,NULL,NULL,NULL,NULL
1970,0.2133900,NULL,"1997-12-31","0020-1383",NULL,NULL,NULL,NULL,NULL
1971,0.0883540,NULL,"1997-12-31","0971-5916",NULL,NULL,NULL,NULL,NULL
1972,0.6833800,NULL,"1997-12-31","0171-2985",NULL,NULL,NULL,NULL,NULL
1973,13.3290000,NULL,"1997-12-31","1074-7613",NULL,NULL,NULL,NULL,NULL
1974,1.8947000,NULL,"1997-12-31","0019-1035",NULL,NULL,NULL,NULL,NULL
1975,0.2658000,NULL,"1997-12-31","0304-386X",NULL,NULL,NULL,NULL,NULL
1976,0.0394770,NULL,"1997-12-31","1430-2772",NULL,NULL,NULL,NULL,NULL
1977,0.5750100,NULL,"1997-12-31","0375-6505",NULL,NULL,NULL,NULL,NULL
1978,0.7020000,NULL,"1997-12-31","0169-555X",NULL,NULL,NULL,NULL,NULL
1979,0.8151800,NULL,"1997-12-31","0016-7061",NULL,NULL,NULL,NULL,NULL
1980,0.2379300,NULL,"1997-12-31","0016-6995",NULL,NULL,NULL,NULL,NULL
1981,1.8447000,NULL,"1997-12-31","0888-7543",NULL,NULL,NULL,NULL,NULL
1982,1.2106000,NULL,"1997-12-31","0378-1119",NULL,NULL,NULL,NULL,NULL
1983,2.8107000,NULL,"1997-12-31","0016-5085",NULL,NULL,NULL,NULL,NULL
1984,0.4799500,NULL,"1997-12-31","0016-2361",NULL,NULL,NULL,NULL,NULL
1985,0.2501900,NULL,"1997-12-31","0367-2530",NULL,NULL,NULL,NULL,NULL
1986,0.6891000,NULL,"1997-12-31","0090-0656",NULL,NULL,NULL,NULL,NULL
1987,0.0345990,NULL,"1997-12-31","1341-1357",NULL,NULL,NULL,NULL,NULL
1988,0.8710000,NULL,"1997-12-31","0091-6765",NULL,NULL,NULL,NULL,NULL
1989,0.2929300,NULL,"1997-12-31","0360-5442",NULL,NULL,NULL,NULL,NULL
1990,0.2357400,NULL,"1997-12-31","0160-9327",NULL,NULL,NULL,NULL,NULL
1991,1.5261000,NULL,"1997-12-31","1080-6059",NULL,NULL,NULL,NULL,NULL
1992,0.3800200,NULL,"1997-12-31","0011-5029",NULL,NULL,NULL,NULL,NULL
1993,0.2525700,NULL,"1997-12-31","0141-9382",NULL,NULL,NULL,NULL,NULL
1994,1.0547000,NULL,"1997-12-31","0301-4681",NULL,NULL,NULL,NULL,NULL
1995,0.1311000,NULL,"1997-12-31","0011-9164",NULL,NULL,NULL,NULL,NULL
1996,0.9188400,NULL,"1997-12-31","1043-4666",NULL,NULL,NULL,NULL,NULL
1997,0.2403100,NULL,"1997-12-31","0011-2275",NULL,NULL,NULL,NULL,NULL
1998,0.5294200,NULL,"1997-12-31","0011-2240",NULL,NULL,NULL,NULL,NULL
1999,0.7724900,NULL,"1997-12-31","0010-9452",NULL,NULL,NULL,NULL,NULL
2000,0.3652400,NULL,"1997-12-31","0010-7824",NULL,NULL,NULL,NULL,NULL
2001,0.3155700,NULL,"1997-12-31","0147-958X",NULL,NULL,NULL,NULL,NULL
2002,0.1880300,NULL,"1997-12-31","0185-3880",NULL,NULL,NULL,NULL,NULL
2003,0.7811100,NULL,"1997-12-31","0012-3692",NULL,NULL,NULL,NULL,NULL
2004,0.5952500,NULL,"1997-12-31","0045-6535",NULL,NULL,NULL,NULL,NULL
2005,0.4237600,NULL,"1997-12-31","0360-7275",NULL,NULL,NULL,NULL,NULL
2006,26.3790000,NULL,"1997-12-31","0092-8674",NULL,NULL,NULL,NULL,NULL
2007,0.6859000,NULL,"1997-12-31","0341-8162",NULL,NULL,NULL,NULL,NULL
2008,0.8314800,NULL,"1997-12-31","0008-6223",NULL,NULL,NULL,NULL,NULL
2009,0.3899100,NULL,"1997-12-31","0364-5916",NULL,NULL,NULL,NULL,NULL
2010,0.1394800,NULL,"1997-12-31","0305-4179",NULL,NULL,NULL,NULL,NULL
2011,1.0717000,NULL,"1997-12-31","8756-3282",NULL,NULL,NULL,NULL,NULL
2012,0.2773900,NULL,"1997-12-31","0303-2647",NULL,NULL,NULL,NULL,NULL
2013,0.6300400,NULL,"1997-12-31","0142-9612",NULL,NULL,NULL,NULL,NULL
2014,0.1840700,NULL,"1997-12-31","1045-1056",NULL,NULL,NULL,NULL,NULL
2015,1.0075000,NULL,"1997-12-31","0300-9084",NULL,NULL,NULL,NULL,NULL
2016,0.8147700,NULL,"1997-12-31","0042-9686",NULL,NULL,NULL,NULL,NULL
2017,1.9856000,NULL,"1997-12-31","0003-0090",NULL,NULL,NULL,NULL,NULL
2018,1.6414000,NULL,"1997-12-31","0005-1098",NULL,NULL,NULL,NULL,NULL
2019,1.1746000,NULL,"1997-12-31","0021-9150",NULL,NULL,NULL,NULL,NULL
2020,0.4425700,NULL,"1997-12-31","0044-8486",NULL,NULL,NULL,NULL,NULL
2021,0.4220300,NULL,"1997-12-31","0195-6663",NULL,NULL,NULL,NULL,NULL
2022,0.0339160,NULL,"1997-12-31","0256-4947",NULL,NULL,NULL,NULL,NULL
2023,0.2390500,NULL,"1997-12-31","1075-9964",NULL,NULL,NULL,NULL,NULL
2024,0.4099400,NULL,"1997-12-31","0741-8329",NULL,NULL,NULL,NULL,NULL
2025,0.0880640,NULL,"1997-12-31","1217-8837",NULL,NULL,NULL,NULL,NULL
2026,0.0948230,NULL,"1997-12-31","0065-1400",NULL,NULL,NULL,NULL,NULL
2027,0.0541670,NULL,"1997-12-31","0386-300X",NULL,NULL,NULL,NULL,NULL
2028,0.0526650,NULL,"1997-12-31","0001-527X",NULL,NULL,NULL,NULL,NULL
2029,0.4935600,NULL,"2000-12-31","0367-2530",NULL,NULL,NULL,NULL,NULL
2030,0.3301300,NULL,"2000-12-31","0367-326X",NULL,NULL,NULL,NULL,NULL
2031,0.6417200,NULL,"2000-12-31","0090-0656",NULL,NULL,NULL,NULL,NULL
2032,0.0705280,NULL,"2000-12-31","1341-1357",NULL,NULL,NULL,NULL,NULL
2033,0.3038200,NULL,"2000-12-31","1225-6463",NULL,NULL,NULL,NULL,NULL
2034,1.2107000,NULL,"2000-12-31","0091-6765",NULL,NULL,NULL,NULL,NULL
2035,0.3400000,NULL,"2000-12-31","0360-5442",NULL,NULL,NULL,NULL,NULL
2036,0.1014700,NULL,"2000-12-31","0160-9327",NULL,NULL,NULL,NULL,NULL
2037,2.2016000,NULL,"2000-12-31","1080-6059",NULL,NULL,NULL,NULL,NULL
2038,0.4299000,NULL,"2000-12-31","1079-6762",NULL,NULL,NULL,NULL,NULL
2039,0.1000700,NULL,"2000-12-31","0011-5029",NULL,NULL,NULL,NULL,NULL
2040,0.2634400,NULL,"2000-12-31","0141-9382",NULL,NULL,NULL,NULL,NULL
2041,0.7425800,NULL,"2000-12-31","0301-4681",NULL,NULL,NULL,NULL,NULL
2042,0.2410700,NULL,"2000-12-31","0011-9164",NULL,NULL,NULL,NULL,NULL
2043,0.0143360,NULL,"2000-12-31","1212-1819",NULL,NULL,NULL,NULL,NULL
2044,0.1509500,NULL,"2000-12-31","1465-3249",NULL,NULL,NULL,NULL,NULL
2045,0.8020200,NULL,"2000-12-31","1043-4666",NULL,NULL,NULL,NULL,NULL
2046,0.5396600,NULL,"2000-12-31","0011-2275",NULL,NULL,NULL,NULL,NULL
2047,0.4482400,NULL,"2000-12-31","0011-2240",NULL,NULL,NULL,NULL,NULL
2048,0.6939800,NULL,"2000-12-31","0010-9452",NULL,NULL,NULL,NULL,NULL
2049,0.6132300,NULL,"2000-12-31","0010-7824",NULL,NULL,NULL,NULL,NULL
2050,0.2246900,NULL,"2000-12-31","0147-958X",NULL,NULL,NULL,NULL,NULL
2051,0.0894300,NULL,"2000-12-31","0185-3880",NULL,NULL,NULL,NULL,NULL
2052,0.9226600,NULL,"2000-12-31","0012-3692",NULL,NULL,NULL,NULL,NULL
2053,0.5116400,NULL,"2000-12-31","0045-6535",NULL,NULL,NULL,NULL,NULL
2054,0.6345300,NULL,"2000-12-31","0360-7275",NULL,NULL,NULL,NULL,NULL
2055,0.1561800,NULL,"2000-12-31","0352-9568",NULL,NULL,NULL,NULL,NULL
2056,22.8300000,NULL,"2000-12-31","0092-8674",NULL,NULL,NULL,NULL,NULL
2057,0.5791800,NULL,"2000-12-31","0341-8162",NULL,NULL,NULL,NULL,NULL
2058,0.9454200,NULL,"2000-12-31","0008-6223",NULL,NULL,NULL,NULL,NULL
2059,0.5752200,NULL,"2000-12-31","0364-5916",NULL,NULL,NULL,NULL,NULL
2060,0.2320100,NULL,"2000-12-31","0305-4179",NULL,NULL,NULL,NULL,NULL
2061,0.4972500,NULL,"2000-12-31","0103-9733",NULL,NULL,NULL,NULL,NULL
2062,1.4399000,NULL,"2000-12-31","8756-3282",NULL,NULL,NULL,NULL,NULL
2063,0.2283300,NULL,"2000-12-31","0303-2647",NULL,NULL,NULL,NULL,NULL
2064,0.8116800,NULL,"2000-12-31","0142-9612",NULL,NULL,NULL,NULL,NULL
2065,0.1904600,NULL,"2000-12-31","1045-1056",NULL,NULL,NULL,NULL,NULL
2066,1.0461000,NULL,"2000-12-31","0300-9084",NULL,NULL,NULL,NULL,NULL
2067,1.0297000,NULL,"2000-12-31","0042-9686",NULL,NULL,NULL,NULL,NULL
2068,3.1970000,NULL,"2000-12-31","0003-0090",NULL,NULL,NULL,NULL,NULL
2069,2.0210000,NULL,"2000-12-31","0005-1098",NULL,NULL,NULL,NULL,NULL
2070,0.0984640,NULL,"2000-12-31","0187-6236",NULL,NULL,NULL,NULL,NULL
2071,1.2076000,NULL,"2000-12-31","0021-9150",NULL,NULL,NULL,NULL,NULL
2072,0.4914000,NULL,"2000-12-31","0044-8486",NULL,NULL,NULL,NULL,NULL
2073,0.0307973,NULL,"2008-12-31","0556-3321",NULL,NULL,NULL,NULL,NULL
2074,0.3242570,NULL,"2008-12-31","0386-2194",NULL,NULL,NULL,NULL,NULL
2075,0.3440680,NULL,"2008-12-31","0253-4142",NULL,NULL,NULL,NULL,NULL
2076,0.5167580,NULL,"2008-12-31","0030-6126",NULL,NULL,NULL,NULL,NULL
2077,1.6313400,NULL,"2008-12-31","0161-6420",NULL,NULL,NULL,NULL,NULL
2078,0.7001000,NULL,"2008-12-31","0305-0483",NULL,NULL,NULL,NULL,NULL
2079,0.6316960,NULL,"2008-12-31","0899-9007",NULL,NULL,NULL,NULL,NULL
2080,0.9176130,NULL,"2008-12-31","0029-3571",NULL,NULL,NULL,NULL,NULL
2081,0.6895510,NULL,"2008-12-31","0161-813X",NULL,NULL,NULL,NULL,NULL
2082,1.2237800,NULL,"2008-12-31","0306-4522",NULL,NULL,NULL,NULL,NULL
2083,1.6511500,NULL,"2008-12-31","0028-3932",NULL,NULL,NULL,NULL,NULL
2084,1.1948500,NULL,"2008-12-31","0028-3908",NULL,NULL,NULL,NULL,NULL
2085,0.7936090,NULL,"2008-12-31","0143-4179",NULL,NULL,NULL,NULL,NULL
2086,8.2963600,NULL,"2008-12-31","0896-6273",NULL,NULL,NULL,NULL,NULL
2087,0.2000290,NULL,"2008-12-31","0028-3886",NULL,NULL,NULL,NULL,NULL
2088,2.3170000,NULL,"2008-12-31","1053-8119",NULL,NULL,NULL,NULL,NULL
2089,0.3299440,NULL,"2008-12-31","0925-2312",NULL,NULL,NULL,NULL,NULL
2090,0.1331790,NULL,"2008-12-31","0028-3770",NULL,NULL,NULL,NULL,NULL
2091,1.2961600,NULL,"2008-12-31","1475-2859",NULL,NULL,NULL,NULL,NULL
2092,1.2019200,NULL,"2008-12-31","1550-7416",NULL,NULL,NULL,NULL,NULL
2093,0.2662270,NULL,"2008-12-31","1374-8505",NULL,NULL,NULL,NULL,NULL
2094,1.1549900,NULL,"2008-12-31","1480-9222",NULL,NULL,NULL,NULL,NULL
2095,1.1254500,NULL,"2008-12-31","1471-2172",NULL,NULL,NULL,NULL,NULL
2096,0.3210990,NULL,"2008-12-31","0266-6138",NULL,NULL,NULL,NULL,NULL
2097,0.6224300,NULL,"2008-12-31","0968-4328",NULL,NULL,NULL,NULL,NULL
2098,0.7776850,NULL,"2008-12-31","0026-0495",NULL,NULL,NULL,NULL,NULL
2099,0.3924850,NULL,"2008-12-31","0025-7273",NULL,NULL,NULL,NULL,NULL
2100,0.3728460,NULL,"2008-12-31","0957-4158",NULL,NULL,NULL,NULL,NULL
2101,0.5262570,NULL,"2008-12-31","0378-5122",NULL,NULL,NULL,NULL,NULL
2102,0.2966730,NULL,"2008-12-31","0031-9406",NULL,NULL,NULL,NULL,NULL
2103,1.5356800,NULL,"2008-12-31","0024-4937",NULL,NULL,NULL,NULL,NULL
2104,1.5663700,NULL,"2008-12-31","1471-213X",NULL,NULL,NULL,NULL,NULL
2105,0.1361010,NULL,"2008-12-31","1684-5315",NULL,NULL,NULL,NULL,NULL
2106,1.4635900,NULL,"2008-12-31","1479-5876",NULL,NULL,NULL,NULL,NULL
2107,0.6283960,NULL,"2008-12-31","1044-677X",NULL,NULL,NULL,NULL,NULL
2108,0.5264140,NULL,"2008-12-31","0748-7711",NULL,NULL,NULL,NULL,NULL
2109,3.4175000,NULL,"2008-12-31","1431-0643",NULL,NULL,NULL,NULL,NULL
2110,0.2017350,NULL,"2008-12-31","0023-5954",NULL,NULL,NULL,NULL,NULL
2111,1.1669800,NULL,"2008-12-31","1548-7660",NULL,NULL,NULL,NULL,NULL
2112,0.6487560,NULL,"2008-12-31","0163-3864",NULL,NULL,NULL,NULL,NULL
2113,0.6265120,NULL,"2008-12-31","0026-1165",NULL,NULL,NULL,NULL,NULL
2114,0.0605423,NULL,"2008-12-31","1433-0563",NULL,NULL,NULL,NULL,NULL
2115,0.2432240,NULL,"2008-12-31","1280-8571",NULL,NULL,NULL,NULL,NULL
2116,0.1510840,NULL,"2008-12-31","1300-2163",NULL,NULL,NULL,NULL,NULL
2117,0.2063970,NULL,"2008-12-31","0022-1333",NULL,NULL,NULL,NULL,NULL
2118,0.2432310,NULL,"2008-12-31","1607-324X",NULL,NULL,NULL,NULL,NULL
2119,1.7252600,NULL,"2008-12-31","1477-7827",NULL,NULL,NULL,NULL,NULL
2120,0.2639130,NULL,"2008-12-31","1756-9966",NULL,NULL,NULL,NULL,NULL
2121,0.0563890,NULL,"2008-12-31","0747-9964",NULL,NULL,NULL,NULL,NULL
2122,0.3435710,NULL,"2008-12-31","1420-3049",NULL,NULL,NULL,NULL,NULL
2123,0.8302550,NULL,"2008-12-31","1465-3249",NULL,NULL,NULL,NULL,NULL
2124,1.3409900,NULL,"2008-12-31","1535-7414",NULL,NULL,NULL,NULL,NULL
2125,0.7184890,NULL,"2008-12-31","1434-7636",NULL,NULL,NULL,NULL,NULL
2126,0.5581650,NULL,"2008-12-31","1062-6050",NULL,NULL,NULL,NULL,NULL
2127,1.7859900,NULL,"2008-12-31","1046-2023",NULL,NULL,NULL,NULL,NULL
2128,1.1717900,NULL,"2008-12-31","1471-2350",NULL,NULL,NULL,NULL,NULL
2129,0.2351580,NULL,"2008-12-31","0103-9733",NULL,NULL,NULL,NULL,NULL
2130,0.0795713,NULL,"2008-12-31","1000-324X",NULL,NULL,NULL,NULL,NULL
2131,1.2920800,NULL,"2008-12-31","1094-4087",NULL,NULL,NULL,NULL,NULL
2132,0.6777250,NULL,"2008-12-31","0966-9795",NULL,NULL,NULL,NULL,NULL
2133,1.0207200,NULL,"2008-12-31","0160-2896",NULL,NULL,NULL,NULL,NULL
2134,0.2597270,NULL,"2008-12-31","0304-4602",NULL,NULL,NULL,NULL,NULL
2135,0.3431920,NULL,"2008-12-31","0024-3841",NULL,NULL,NULL,NULL,NULL
2136,0.3895500,NULL,"2008-12-31","0037-5330",NULL,NULL,NULL,NULL,NULL
2137,0.7833410,NULL,"2008-12-31","1090-0535",NULL,NULL,NULL,NULL,NULL
2138,1.5446400,NULL,"2008-12-31","1467-4866",NULL,NULL,NULL,NULL,NULL
2139,1.0038000,NULL,"2008-12-31","1472-6750",NULL,NULL,NULL,NULL,NULL
2140,0.2693660,NULL,"2008-12-31","1280-9551",NULL,NULL,NULL,NULL,NULL
2141,0.6680880,NULL,"2008-12-31","1424-3903",NULL,NULL,NULL,NULL,NULL
2142,0.8724740,NULL,"2008-12-31","1471-2334",NULL,NULL,NULL,NULL,NULL
2143,1.3395000,NULL,"2008-12-31","1471-2121",NULL,NULL,NULL,NULL,NULL
2144,0.0642245,NULL,"2008-12-31","1612-9830",NULL,NULL,NULL,NULL,NULL
2145,0.4281620,NULL,"2008-12-31","0020-1383",NULL,NULL,NULL,NULL,NULL
2146,1.8875400,NULL,"2008-12-31","1471-2148",NULL,NULL,NULL,NULL,NULL
2147,0.7583020,NULL,"2008-12-31","1471-2458",NULL,NULL,NULL,NULL,NULL
2148,0.6483410,NULL,"2008-12-31","1472-6963",NULL,NULL,NULL,NULL,NULL
2149,0.9694590,NULL,"2008-12-31","1471-2407",NULL,NULL,NULL,NULL,NULL
2150,0.4292540,NULL,"2008-12-31","0971-5916",NULL,NULL,NULL,NULL,NULL
2151,1.1029700,NULL,"2008-12-31","1471-2199",NULL,NULL,NULL,NULL,NULL
2152,0.7850410,NULL,"2008-12-31","1471-2156",NULL,NULL,NULL,NULL,NULL
2153,0.3171500,NULL,"2008-12-31","0717-3458",NULL,NULL,NULL,NULL,NULL
2154,0.1248970,NULL,"2008-12-31","0376-4710",NULL,NULL,NULL,NULL,NULL
2155,0.2017680,NULL,"2008-12-31","1618-7229",NULL,NULL,NULL,NULL,NULL
2156,10.1169000,NULL,"2008-12-31","1074-7613",NULL,NULL,NULL,NULL,NULL
2157,0.9613930,NULL,"2008-12-31","0171-2985",NULL,NULL,NULL,NULL,NULL
2158,0.2950370,NULL,"2008-12-31","1422-0067",NULL,NULL,NULL,NULL,NULL
2159,1.5875500,NULL,"2008-12-31","0019-1035",NULL,NULL,NULL,NULL,NULL
2160,0.5266560,NULL,"2008-12-31","0304-386X",NULL,NULL,NULL,NULL,NULL
2161,0.3111650,NULL,"2008-12-31","1330-9862",NULL,NULL,NULL,NULL,NULL
2162,0.4513820,NULL,"2008-12-31","1734-1140",NULL,NULL,NULL,NULL,NULL
2163,0.7133260,NULL,"2008-12-31","1365-8050",NULL,NULL,NULL,NULL,NULL
2164,0.3108850,NULL,"2008-12-31","0075-9511",NULL,NULL,NULL,NULL,NULL
2165,0.4609480,NULL,"2008-12-31","0017-808X",NULL,NULL,NULL,NULL,NULL
2166,0.1686600,NULL,"2008-12-31","1230-3666",NULL,NULL,NULL,NULL,NULL
2167,0.6338750,NULL,"2008-12-31","0944-2006",NULL,NULL,NULL,NULL,NULL
2168,0.3094580,NULL,"2008-12-31","0367-326X",NULL,NULL,NULL,NULL,NULL
2169,0.0554066,NULL,"2008-12-31","1600-5368",NULL,NULL,NULL,NULL,NULL
2170,1.1424600,NULL,"2008-12-31","1471-2202",NULL,NULL,NULL,NULL,NULL
2171,0.0731544,NULL,"2008-12-31","0015-1920",NULL,NULL,NULL,NULL,NULL
2172,0.2238650,NULL,"2008-12-31","1002-0160",NULL,NULL,NULL,NULL,NULL
2173,0.6663850,NULL,"2008-12-31","1536-2442",NULL,NULL,NULL,NULL,NULL
2174,0.2984430,NULL,"2008-12-31","0375-6505",NULL,NULL,NULL,NULL,NULL
2175,0.4208500,NULL,"2008-12-31","1530-9932",NULL,NULL,NULL,NULL,NULL
2176,0.7237780,NULL,"2008-12-31","0016-8092",NULL,NULL,NULL,NULL,NULL
2177,0.6585910,NULL,"2008-12-31","0016-8076",NULL,NULL,NULL,NULL,NULL
2178,0.8125830,NULL,"2008-12-31","0169-555X",NULL,NULL,NULL,NULL,NULL
2179,0.3788610,NULL,"2008-12-31","1368-1613",NULL,NULL,NULL,NULL,NULL
2180,0.7114250,NULL,"2008-12-31","0016-7185",NULL,NULL,NULL,NULL,NULL
2181,0.9167090,NULL,"2008-12-31","0016-7061",NULL,NULL,NULL,NULL,NULL
2182,0.4096320,NULL,"2008-12-31","0016-6995",NULL,NULL,NULL,NULL,NULL
2183,1.3714200,NULL,"2008-12-31","0888-7543",NULL,NULL,NULL,NULL,NULL
2184,1.0590100,NULL,"2008-12-31","0378-1119",NULL,NULL,NULL,NULL,NULL
2185,3.9556800,NULL,"2008-12-31","0016-5085",NULL,NULL,NULL,NULL,NULL
2186,0.2793380,NULL,"2008-12-31","0016-3287",NULL,NULL,NULL,NULL,NULL
2187,0.8430730,NULL,"2008-12-31","0016-2361",NULL,NULL,NULL,NULL,NULL
2188,0.3857610,NULL,"2008-12-31","0015-704X",NULL,NULL,NULL,NULL,NULL
2189,0.6201750,NULL,"2008-12-31","0090-0656",NULL,NULL,NULL,NULL,NULL
2190,1.4645000,NULL,"2008-12-31","1438-8871",NULL,NULL,NULL,NULL,NULL
2191,0.1985520,NULL,"2008-12-31","1341-1357",NULL,NULL,NULL,NULL,NULL
2192,0.3167330,NULL,"2008-12-31","1460-7425",NULL,NULL,NULL,NULL,NULL
2193,0.1095890,NULL,"2008-12-31","0213-6163",NULL,NULL,NULL,NULL,NULL
2194,0.1647400,NULL,"2008-12-31","1505-1773",NULL,NULL,NULL,NULL,NULL
2195,0.2899880,NULL,"2008-12-31","1225-6463",NULL,NULL,NULL,NULL,NULL
2196,0.2658580,NULL,"2008-12-31","1641-7291",NULL,NULL,NULL,NULL,NULL
2197,2.0001300,NULL,"2008-12-31","0091-6765",NULL,NULL,NULL,NULL,NULL
2198,1.0763900,NULL,"2008-12-31","1471-2180",NULL,NULL,NULL,NULL,NULL
2199,0.2054140,NULL,"2008-12-31","1090-6924",NULL,NULL,NULL,NULL,NULL
2200,0.3107820,NULL,"2008-12-31","1749-8090",NULL,NULL,NULL,NULL,NULL
2201,0.2304530,NULL,"2008-12-31","1746-1596",NULL,NULL,NULL,NULL,NULL
2202,0.5860800,NULL,"2008-12-31","0360-5442",NULL,NULL,NULL,NULL,NULL
2203,0.1107480,NULL,"2008-12-31","0160-9327",NULL,NULL,NULL,NULL,NULL
2204,2.0657900,NULL,"2008-12-31","1080-6059",NULL,NULL,NULL,NULL,NULL
2205,1.2708800,NULL,"2008-12-31","1695-6133",NULL,NULL,NULL,NULL,NULL
2206,1.0474900,NULL,"2008-12-31","1935-2735",NULL,NULL,NULL,NULL,NULL
2207,0.2649120,NULL,"2008-12-31","0046-1121",NULL,NULL,NULL,NULL,NULL
2208,0.2893770,NULL,"2008-12-31","1916-0216",NULL,NULL,NULL,NULL,NULL
2209,0.4667160,NULL,"2008-12-31","0011-5029",NULL,NULL,NULL,NULL,NULL
2210,0.5069060,NULL,"2008-12-31","0141-9382",NULL,NULL,NULL,NULL,NULL
2211,0.9796420,NULL,"2008-12-31","0163-5808",NULL,NULL,NULL,NULL,NULL
2212,1.5532000,NULL,"2008-12-31","0301-4681",NULL,NULL,NULL,NULL,NULL
2213,1.4169000,NULL,"2008-12-31","1083-6489",NULL,NULL,NULL,NULL,NULL
2214,0.5726250,NULL,"2008-12-31","1083-589X",NULL,NULL,NULL,NULL,NULL
2215,0.3193410,NULL,"2008-12-31","0011-9164",NULL,NULL,NULL,NULL,NULL
2216,0.0786866,NULL,"2008-12-31","1733-3490",NULL,NULL,NULL,NULL,NULL
2217,0.0000000,NULL,"2008-12-31","1756-3305",NULL,NULL,NULL,NULL,NULL
2218,0.2626210,NULL,"2008-12-31","0078-3234",NULL,NULL,NULL,NULL,NULL
2219,0.7632000,NULL,"2008-12-31","1043-4666",NULL,NULL,NULL,NULL,NULL
2220,0.9286540,NULL,"2008-12-31","1475-2875",NULL,NULL,NULL,NULL,NULL
2221,0.4155950,NULL,"2008-12-31","0367-2530",NULL,NULL,NULL,NULL,NULL
2222,0.0444371,NULL,"2008-12-31","1996-0875",NULL,NULL,NULL,NULL,NULL
2223,0.5340980,NULL,"2008-12-31","0011-2240",NULL,NULL,NULL,NULL,NULL
2224,0.5702640,NULL,"2008-12-31","0011-2275",NULL,NULL,NULL,NULL,NULL
2225,0.0000000,NULL,"2008-12-31","1993-8233",NULL,NULL,NULL,NULL,NULL
